id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
5.8-ev5,5,5.8,5.8 Reactions to the Industrial Economy,none,,,,,Which claim is best supported by historical evidence from 5.8 Reactions to the Industrial Economy?,labor and socialist movements,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Workers organized unions and political movements to challenge exploitation. This is the most historically defensible claim supported by the evidence.
5.9-ev1,5,5.9,5.9 Society and the Industrial Age,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in industrial cities",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in industrial cities?",urban class restructuring,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Industrialization reshaped social class, migration, and household labor. This evidence aligns with institutional change in industrial cities."
5.9-ev2,5,5.9,5.9 Society and the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,urban class restructuring,Great Zimbabwe trade networks,manorial and feudal ties,1,"Industrialization reshaped social class, migration, and household labor. The image context points most directly to this process."
5.9-ev3,5,5.9,5.9 Society and the Industrial Age,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to industrial cities",,,,Which of the following was an important long-term effect of urban class restructuring?,state legitimacy through institutions,caravanserai-supported Silk Road trade,urban class restructuring,Pax Mongolica connectivity,2,"Industrialization reshaped social class, migration, and household labor. This development had durable long-term consequences."
5.9-ev4,5,5.9,5.9 Society and the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,urban class restructuring,3,"Industrialization reshaped social class, migration, and household labor. Historians use visual evidence like this to support broader process arguments."
5.9-ev5,5,5.9,5.9 Society and the Industrial Age,none,,,,,Which claim is best supported by historical evidence from 5.9 Society and the Industrial Age?,urban class restructuring,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Industrialization reshaped social class, migration, and household labor. This is the most historically defensible claim supported by the evidence."
5.10-ev1,5,5.10,5.10 Continuity and Change in the Industrial Age,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the industrial age",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the industrial age?",growth with inequality,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Industrial expansion generated wealth but preserved major disparities. This evidence aligns with institutional change in the industrial age.
5.10-ev2,5,5.10,5.10 Continuity and Change in the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,growth with inequality,Great Zimbabwe trade networks,manorial and feudal ties,1,Industrial expansion generated wealth but preserved major disparities. The image context points most directly to this process.
5.10-ev3,5,5.10,5.10 Continuity and Change in the Industrial Age,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the industrial age",,,,Which of the following was an important long-term effect of growth with inequality?,state legitimacy through institutions,caravanserai-supported Silk Road trade,growth with inequality,Pax Mongolica connectivity,2,Industrial expansion generated wealth but preserved major disparities. This development had durable long-term consequences.
5.10-ev4,5,5.10,5.10 Continuity and Change in the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,growth with inequality,3,Industrial expansion generated wealth but preserved major disparities. Historians use visual evidence like this to support broader process arguments.
5.10-ev5,5,5.10,5.10 Continuity and Change in the Industrial Age,none,,,,,Which claim is best supported by historical evidence from 5.10 Continuity and Change in the Industrial Age?,growth with inequality,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Industrial expansion generated wealth but preserved major disparities. This is the most historically defensible claim supported by the evidence.
6.1-ev1,6,6.1,6.1 Rationales for Imperialism,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in nineteenth-century imperialism",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in nineteenth-century imperialism?",imperial ideological justifications,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Racial and civilizing rhetoric legitimized expansion and domination. This evidence aligns with institutional change in nineteenth-century imperialism.
6.1-ev2,6,6.1,6.1 Rationales for Imperialism,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,imperial ideological justifications,Great Zimbabwe trade networks,manorial and feudal ties,1,Racial and civilizing rhetoric legitimized expansion and domination. The image context points most directly to this process.
6.1-ev3,6,6.1,6.1 Rationales for Imperialism,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to nineteenth-century imperialism",,,,Which of the following was an important long-term effect of imperial ideological justifications?,state legitimacy through institutions,caravanserai-supported Silk Road trade,imperial ideological justifications,Pax Mongolica connectivity,2,Racial and civilizing rhetoric legitimized expansion and domination. This development had durable long-term consequences.
6.1-ev4,6,6.1,6.1 Rationales for Imperialism,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,imperial ideological justifications,3,Racial and civilizing rhetoric legitimized expansion and domination. Historians use visual evidence like this to support broader process arguments.
6.1-ev5,6,6.1,6.1 Rationales for Imperialism,none,,,,,Which claim is best supported by historical evidence from 6.1 Rationales for Imperialism?,imperial ideological justifications,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Racial and civilizing rhetoric legitimized expansion and domination. This is the most historically defensible claim supported by the evidence.
6.2-ev1,6,6.2,6.2 State Expansion,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in Africa and Asia",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in Africa and Asia?",rapid imperial conquest,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Industrial weapons and logistics enabled large-scale territorial expansion. This evidence aligns with institutional change in Africa and Asia.
6.2-ev2,6,6.2,6.2 State Expansion,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,rapid imperial conquest,Great Zimbabwe trade networks,manorial and feudal ties,1,Industrial weapons and logistics enabled large-scale territorial expansion. The image context points most directly to this process.
6.2-ev3,6,6.2,6.2 State Expansion,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to Africa and Asia",,,,Which of the following was an important long-term effect of rapid imperial conquest?,state legitimacy through institutions,caravanserai-supported Silk Road trade,rapid imperial conquest,Pax Mongolica connectivity,2,Industrial weapons and logistics enabled large-scale territorial expansion. This development had durable long-term consequences.
6.2-ev4,6,6.2,6.2 State Expansion,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,rapid imperial conquest,3,Industrial weapons and logistics enabled large-scale territorial expansion. Historians use visual evidence like this to support broader process arguments.
6.2-ev5,6,6.2,6.2 State Expansion,none,,,,,Which claim is best supported by historical evidence from 6.2 State Expansion?,rapid imperial conquest,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Industrial weapons and logistics enabled large-scale territorial expansion. This is the most historically defensible claim supported by the evidence.
6.3-ev1,6,6.3,6.3 Indigenous Responses to State Expansion,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in imperial frontiers",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in imperial frontiers?",indigenous resistance campaigns,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Local coalitions challenged imperial conquest, sometimes successfully. This evidence aligns with institutional change in imperial frontiers."
6.3-ev2,6,6.3,6.3 Indigenous Responses to State Expansion,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,indigenous resistance campaigns,Great Zimbabwe trade networks,manorial and feudal ties,1,"Local coalitions challenged imperial conquest, sometimes successfully. The image context points most directly to this process."
6.3-ev3,6,6.3,6.3 Indigenous Responses to State Expansion,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to imperial frontiers",,,,Which of the following was an important long-term effect of indigenous resistance campaigns?,state legitimacy through institutions,caravanserai-supported Silk Road trade,indigenous resistance campaigns,Pax Mongolica connectivity,2,"Local coalitions challenged imperial conquest, sometimes successfully. This development had durable long-term consequences."
6.3-ev4,6,6.3,6.3 Indigenous Responses to State Expansion,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,indigenous resistance campaigns,3,"Local coalitions challenged imperial conquest, sometimes successfully. Historians use visual evidence like this to support broader process arguments."
6.3-ev5,6,6.3,6.3 Indigenous Responses to State Expansion,none,,,,,Which claim is best supported by historical evidence from 6.3 Indigenous Responses to State Expansion?,indigenous resistance campaigns,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Local coalitions challenged imperial conquest, sometimes successfully. This is the most historically defensible claim supported by the evidence."
6.4-ev1,6,6.4,6.4 Global Economic Development,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the world economy",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the world economy?",uneven global market integration,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Export economies tied colonies to global demand with unequal returns. This evidence aligns with institutional change in the world economy.
6.4-ev2,6,6.4,6.4 Global Economic Development,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,uneven global market integration,Great Zimbabwe trade networks,manorial and feudal ties,1,Export economies tied colonies to global demand with unequal returns. The image context points most directly to this process.
6.4-ev3,6,6.4,6.4 Global Economic Development,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the world economy",,,,Which of the following was an important long-term effect of uneven global market integration?,state legitimacy through institutions,caravanserai-supported Silk Road trade,uneven global market integration,Pax Mongolica connectivity,2,Export economies tied colonies to global demand with unequal returns. This development had durable long-term consequences.
6.4-ev4,6,6.4,6.4 Global Economic Development,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,uneven global market integration,3,Export economies tied colonies to global demand with unequal returns. Historians use visual evidence like this to support broader process arguments.
6.4-ev5,6,6.4,6.4 Global Economic Development,none,,,,,Which claim is best supported by historical evidence from 6.4 Global Economic Development?,uneven global market integration,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Export economies tied colonies to global demand with unequal returns. This is the most historically defensible claim supported by the evidence.
6.5-ev1,6,6.5,6.5 Economic Imperialism,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in informal empire",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in informal empire?",economic imperialism through finance,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Debt, treaty ports, and concessions enabled influence without full annexation. This evidence aligns with institutional change in informal empire."
6.5-ev2,6,6.5,6.5 Economic Imperialism,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,economic imperialism through finance,Great Zimbabwe trade networks,manorial and feudal ties,1,"Debt, treaty ports, and concessions enabled influence without full annexation. The image context points most directly to this process."
6.5-ev3,6,6.5,6.5 Economic Imperialism,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to informal empire",,,,Which of the following was an important long-term effect of economic imperialism through finance?,state legitimacy through institutions,caravanserai-supported Silk Road trade,economic imperialism through finance,Pax Mongolica connectivity,2,"Debt, treaty ports, and concessions enabled influence without full annexation. This development had durable long-term consequences."
6.5-ev4,6,6.5,6.5 Economic Imperialism,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,economic imperialism through finance,3,"Debt, treaty ports, and concessions enabled influence without full annexation. Historians use visual evidence like this to support broader process arguments."
6.5-ev5,6,6.5,6.5 Economic Imperialism,none,,,,,Which claim is best supported by historical evidence from 6.5 Economic Imperialism?,economic imperialism through finance,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Debt, treaty ports, and concessions enabled influence without full annexation. This is the most historically defensible claim supported by the evidence."
6.6-ev1,6,6.6,6.6 Causes of Migration,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in global migration networks",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in global migration networks?",labor migration systems,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Indenture and contract labor moved millions across oceans. This evidence aligns with institutional change in global migration networks.
6.6-ev2,6,6.6,6.6 Causes of Migration,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,labor migration systems,Great Zimbabwe trade networks,manorial and feudal ties,1,Indenture and contract labor moved millions across oceans. The image context points most directly to this process.
6.6-ev3,6,6.6,6.6 Causes of Migration,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to global migration networks",,,,Which of the following was an important long-term effect of labor migration systems?,state legitimacy through institutions,caravanserai-supported Silk Road trade,labor migration systems,Pax Mongolica connectivity,2,Indenture and contract labor moved millions across oceans. This development had durable long-term consequences.
6.6-ev4,6,6.6,6.6 Causes of Migration,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,labor migration systems,3,Indenture and contract labor moved millions across oceans. Historians use visual evidence like this to support broader process arguments.
6.6-ev5,6,6.6,6.6 Causes of Migration,none,,,,,Which claim is best supported by historical evidence from 6.6 Causes of Migration?,labor migration systems,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Indenture and contract labor moved millions across oceans. This is the most historically defensible claim supported by the evidence.
6.7-ev1,6,6.7,6.7 Effects of Migration,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in port and settler societies",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in port and settler societies?",diaspora and social tension,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Migration created new communities and conflicts in receiving societies. This evidence aligns with institutional change in port and settler societies.
6.7-ev2,6,6.7,6.7 Effects of Migration,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,diaspora and social tension,Great Zimbabwe trade networks,manorial and feudal ties,1,Migration created new communities and conflicts in receiving societies. The image context points most directly to this process.
6.7-ev3,6,6.7,6.7 Effects of Migration,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to port and settler societies",,,,Which of the following was an important long-term effect of diaspora and social tension?,state legitimacy through institutions,caravanserai-supported Silk Road trade,diaspora and social tension,Pax Mongolica connectivity,2,Migration created new communities and conflicts in receiving societies. This development had durable long-term consequences.
6.7-ev4,6,6.7,6.7 Effects of Migration,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,diaspora and social tension,3,Migration created new communities and conflicts in receiving societies. Historians use visual evidence like this to support broader process arguments.
6.7-ev5,6,6.7,6.7 Effects of Migration,none,,,,,Which claim is best supported by historical evidence from 6.7 Effects of Migration?,diaspora and social tension,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Migration created new communities and conflicts in receiving societies. This is the most historically defensible claim supported by the evidence.
6.8-ev1,6,6.8,6.8 Causation in the Imperial Age,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in imperial causation",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in imperial causation?",multicausal imperial expansion,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Economic demand, state rivalry, and ideology worked together. This evidence aligns with institutional change in imperial causation."
6.8-ev2,6,6.8,6.8 Causation in the Imperial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,multicausal imperial expansion,Great Zimbabwe trade networks,manorial and feudal ties,1,"Economic demand, state rivalry, and ideology worked together. The image context points most directly to this process."
6.8-ev3,6,6.8,6.8 Causation in the Imperial Age,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to imperial causation",,,,Which of the following was an important long-term effect of multicausal imperial expansion?,state legitimacy through institutions,caravanserai-supported Silk Road trade,multicausal imperial expansion,Pax Mongolica connectivity,2,"Economic demand, state rivalry, and ideology worked together. This development had durable long-term consequences."
6.8-ev4,6,6.8,6.8 Causation in the Imperial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Scramble-for-Africa-1880-1913-v2.png,Scramble for Africa map,https://commons.wikimedia.org/wiki/File:Scramble-for-Africa-1880-1913-v2.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,multicausal imperial expansion,3,"Economic demand, state rivalry, and ideology worked together. Historians use visual evidence like this to support broader process arguments."
6.8-ev5,6,6.8,6.8 Causation in the Imperial Age,none,,,,,Which claim is best supported by historical evidence from 6.8 Causation in the Imperial Age?,multicausal imperial expansion,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Economic demand, state rivalry, and ideology worked together. This is the most historically defensible claim supported by the evidence."
7.1-ev1,7,7.1,7.1 Shifting Power After 1900,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the twentieth century",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the twentieth century?",shifting global power,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Industrial and military change redistributed influence after 1900. This evidence aligns with institutional change in the twentieth century.
7.1-ev2,7,7.1,7.1 Shifting Power After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,shifting global power,Great Zimbabwe trade networks,manorial and feudal ties,1,Industrial and military change redistributed influence after 1900. The image context points most directly to this process.
7.1-ev3,7,7.1,7.1 Shifting Power After 1900,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the twentieth century",,,,Which of the following was an important long-term effect of shifting global power?,state legitimacy through institutions,caravanserai-supported Silk Road trade,shifting global power,Pax Mongolica connectivity,2,Industrial and military change redistributed influence after 1900. This development had durable long-term consequences.
7.1-ev4,7,7.1,7.1 Shifting Power After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,shifting global power,3,Industrial and military change redistributed influence after 1900. Historians use visual evidence like this to support broader process arguments.
7.1-ev5,7,7.1,7.1 Shifting Power After 1900,none,,,,,Which claim is best supported by historical evidence from 7.1 Shifting Power After 1900?,shifting global power,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Industrial and military change redistributed influence after 1900. This is the most historically defensible claim supported by the evidence.
7.2-ev1,7,7.2,7.2 Causes of World War I,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in pre-1914 diplomacy",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in pre-1914 diplomacy?",alliance escalation before WWI,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Alliance commitments and militarism turned crisis into continental war. This evidence aligns with institutional change in pre-1914 diplomacy.
7.2-ev2,7,7.2,7.2 Causes of World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,alliance escalation before WWI,Great Zimbabwe trade networks,manorial and feudal ties,1,Alliance commitments and militarism turned crisis into continental war. The image context points most directly to this process.
7.2-ev3,7,7.2,7.2 Causes of World War I,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to pre-1914 diplomacy",,,,Which of the following was an important long-term effect of alliance escalation before WWI?,state legitimacy through institutions,caravanserai-supported Silk Road trade,alliance escalation before WWI,Pax Mongolica connectivity,2,Alliance commitments and militarism turned crisis into continental war. This development had durable long-term consequences.
7.2-ev4,7,7.2,7.2 Causes of World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,alliance escalation before WWI,3,Alliance commitments and militarism turned crisis into continental war. Historians use visual evidence like this to support broader process arguments.
7.2-ev5,7,7.2,7.2 Causes of World War I,none,,,,,Which claim is best supported by historical evidence from 7.2 Causes of World War I?,alliance escalation before WWI,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Alliance commitments and militarism turned crisis into continental war. This is the most historically defensible claim supported by the evidence.
7.3-ev1,7,7.3,7.3 Conducting World War I,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in World War I",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in World War I?",total war mobilization in WWI,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Governments integrated industry and civilian life into war effort. This evidence aligns with institutional change in World War I.
7.3-ev2,7,7.3,7.3 Conducting World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,total war mobilization in WWI,Great Zimbabwe trade networks,manorial and feudal ties,1,Governments integrated industry and civilian life into war effort. The image context points most directly to this process.
7.3-ev3,7,7.3,7.3 Conducting World War I,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to World War I",,,,Which of the following was an important long-term effect of total war mobilization in WWI?,state legitimacy through institutions,caravanserai-supported Silk Road trade,total war mobilization in WWI,Pax Mongolica connectivity,2,Governments integrated industry and civilian life into war effort. This development had durable long-term consequences.
7.3-ev4,7,7.3,7.3 Conducting World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,total war mobilization in WWI,3,Governments integrated industry and civilian life into war effort. Historians use visual evidence like this to support broader process arguments.
7.3-ev5,7,7.3,7.3 Conducting World War I,none,,,,,Which claim is best supported by historical evidence from 7.3 Conducting World War I?,total war mobilization in WWI,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Governments integrated industry and civilian life into war effort. This is the most historically defensible claim supported by the evidence.
7.4-ev1,7,7.4,7.4 The Economy in the Interwar Period,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the interwar world",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the interwar world?",interwar economic crisis,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Depression and instability undermined political systems. This evidence aligns with institutional change in the interwar world.
